Rotation,Year,Month,DayAndTime,Day,DateInt,Date,Julian Date
397,1883,6,7.056,7,18830607.0,1883.4302899999998,2408968.55601
398,1883,7,4.2535,4,18830704.0,1883.5048,2408995.75345
399,1883,7,31.4623,31,18830731.0,1883.57935,2409022.96225
400,1883,8,27.6975,27,18830827.0,1883.6539699999998,2409050.19749
401,1883,9,23.962,23,18830923.0,1883.7286600000002,2409077.46204
402,1883,10,21.2497,21,18831021.0,1883.80342,2409104.7496599997
403,1883,11,17.5534,17,18831117.0,1883.87823,2409132.05343
404,1883,12,14.8714,14,18831214.0,1883.95307,2409159.37142
405,1884,1,11.2031,11,18840111.0,1884.02788,2409186.7031
406,1884,2,7.5449,7,18840207.0,1884.10258,2409214.04487
407,1884,3,5.8786,5,18840305.0,1884.1772600000002,2409241.3786299997
408,1884,4,2.1822,2,18840402.0,1884.25186,2409268.68225
409,1884,4,29.4422,29,18840429.0,1884.3263399999998,2409295.9422299997
410,1884,5,26.6624,26,18840526.0,1884.4007199999999,2409323.16243
411,1884,6,22.8615,22,18840622.0,1884.47503,2409350.3615
412,1884,7,20.0634,20,18840720.0,1884.54935,2409377.56341
413,1884,8,16.2873,16,18840816.0,1884.6237399999998,2409404.78731
414,1884,9,12.5409,12,18840912.0,1884.6982,2409432.0408900003
415,1884,10,9.8206,9,18841009.0,1884.7727300000001,2409459.32061
416,1884,11,6.1188,6,18841106.0,1884.8473199999999,2409486.61878
417,1884,12,3.4313,3,18841203.0,1884.92194,2409513.93126
418,1884,12,30.7585,30,18841230.0,1884.9966100000001,2409541.25845
419,1885,1,27.096999999999998,27,18850127.0,1885.0715,2409568.5970400004
420,1885,2,23.4365,23,18850223.0,1885.1464,2409595.93648
421,1885,3,22.7541,22,18850322.0,1885.2212399999999,2409623.25413
422,1885,4,19.0316,19,18850419.0,1885.29598,2409650.5315900003
423,1885,5,16.2656,16,18850516.0,1885.3705899999998,2409677.76565
424,1885,6,12.4701,12,18850612.0,1885.4451199999999,2409704.97008
425,1885,7,9.6681,9,18850709.0,1885.5196399999998,2409732.1680900003
426,1885,8,5.8818,5,18850805.0,1885.5942,2409759.38178
427,1885,9,2.1237,2,18850902.0,1885.66883,2409786.6237
428,1885,9,29.3942,29,18850929.0,1885.74355,2409813.89417
429,1885,10,26.686,26,18851026.0,1885.8183199999999,2409841.18597
430,1885,11,22.993000000000002,22,18851122.0,1885.8931300000002,2409868.49297
431,1885,12,20.3143,20,18851220.0,1885.9679800000001,2409895.81429
432,1886,1,16.6488,16,18860116.0,1886.04287,2409923.1488099997
433,1886,2,12.9906,12,18860212.0,1886.11778,2409950.49056
434,1886,3,12.3194,12,18860312.0,1886.1926600000002,2409977.81943
435,1886,4,8.6141,8,18860408.0,1886.2674399999999,2410005.11405
436,1886,5,5.8644,5,18860505.0,1886.3420899999999,2410032.3643900002
437,1886,6,2.0781,2,18860602.0,1886.41665,2410059.57804
438,1886,6,29.2758,29,18860629.0,1886.49117,2410086.77575
439,1886,7,26.4812,26,18860726.0,1886.5657,2410113.98122
440,1886,8,22.7114,22,18860822.0,1886.6403100000002,2410141.21141
441,1886,9,18.9713,18,18860918.0,1886.71499,2410168.47127
442,1886,10,16.2556,16,18861016.0,1886.78974,2410195.7556
443,1886,11,12.5569,12,18861112.0,1886.8645399999998,2410223.05693
444,1886,12,9.8724,9,18861209.0,1886.93938,2410250.37241
445,1887,1,6.2016,6,18870106.0,1887.01425,2410277.70161
446,1887,2,2.5427,2,18870202.0,1887.0891600000002,2410305.04265
447,1887,3,1.8793,1,18870301.0,1887.16405,2410332.37934
448,1887,3,29.1895,29,18870329.0,1887.23888,2410359.68951
449,1887,4,25.4573,25,18870425.0,1887.31358,2410386.95731
450,1887,5,22.6834,22,18870522.0,1887.38817,2410414.1834
451,1887,6,18.8844,18,18870618.0,1887.4627,2410441.38443
452,1887,7,16.0842,16,18870716.0,1887.53722,2410468.58422
453,1887,8,12.3034,12,18870812.0,1887.61179,2410495.80336
454,1887,9,8.5517,8,18870908.0,1887.68644,2410523.05172
455,1887,10,5.8274,5,18871005.0,1887.76117,2410550.32741
456,1887,11,2.1228,2,18871102.0,1887.83595,2410577.62279
457,1887,11,29.4328,29,18871129.0,1887.91077,2410604.9328099997
458,1887,12,26.7574,26,18871226.0,1887.9856399999999,2410632.2574299998
459,1888,1,23.0945,23,18880123.0,1888.06037,2410659.5945
460,1888,2,19.4355,19,18880219.0,1888.1350699999998,2410686.9355200003
461,1888,3,17.7587,17,18880317.0,1888.2097199999998,2410714.2587200003
462,1888,4,14.044,14,18880414.0,1888.2842699999999,2410741.54404
463,1888,5,11.2852,11,18880511.0,1888.3587,2410768.7851400003
464,1888,6,7.4932,7,18880607.0,1888.43304,2410795.99317
465,1888,7,4.6905,4,18880704.0,1888.50735,2410823.19045
466,1888,7,31.9,31,18880731.0,1888.5816899999998,2410850.40001
467,1888,8,28.1365,28,18880828.0,1888.6561100000001,2410877.63649
468,1888,9,24.4022,24,18880924.0,1888.73061,2410904.90223
469,1888,10,21.6908,21,18881021.0,1888.8051699999999,2410932.19082
470,1888,11,17.9954,17,18881117.0,1888.87977,2410959.4953799997
471,1888,12,15.3142,15,18881215.0,1888.95441,2410986.8142
472,1889,1,11.6466,11,18890111.0,1889.02917,2411014.1466099997
473,1889,2,7.9885,7,18890207.0,1889.10408,2411041.4885299997
474,1889,3,7.3214,7,18890307.0,1889.1789600000002,2411068.82144
475,1889,4,3.6233,3,18890403.0,1889.25376,2411096.12328
476,1889,4,30.8813,30,18890430.0,1889.3284399999998,2411123.3812700002
477,1889,5,28.1,28,18890528.0,1889.4030100000002,2411150.6000200002
478,1889,6,24.2987,24,18890624.0,1889.4775300000001,2411177.79865
479,1889,7,21.5011,21,18890721.0,1889.5520600000002,2411205.00115
480,1889,8,17.7262,17,18890817.0,1889.62665,2411232.22624
481,1889,9,13.9811,13,18890913.0,1889.70132,2411259.4810599997
482,1889,10,11.2617,11,18891011.0,1889.7760600000001,2411286.76175
483,1889,11,7.5606,7,18891107.0,1889.85085,2411314.0605599997
484,1889,12,4.8736,4,18891204.0,1889.92568,2411341.3736
485,1890,1,1.2003,1,18900101.0,1890.00055,2411368.7003200003
486,1890,1,28.5403,28,18900128.0,1890.07545,2411396.04027
487,1890,2,24.8793,24,18900224.0,1890.15035,2411423.37925
488,1890,3,24.1955,24,18900324.0,1890.2251899999999,2411450.69553
489,1890,4,20.4712,20,18900420.0,1890.29992,2411477.9711700003
490,1890,5,17.7037,17,18900517.0,1890.37453,2411505.20368
491,1890,6,13.9074,13,18900613.0,1890.4490600000001,2411532.40744
492,1890,7,11.1058,11,18900711.0,1890.52358,2411559.60578
493,1890,8,7.3205,7,18900807.0,1890.5981399999998,2411586.8205
494,1890,9,3.5636,3,18900903.0,1890.67278,2411614.0636299998
495,1890,9,30.835,30,18900930.0,1890.7474899999997,2411641.3350299997
496,1890,10,28.1274,28,18901028.0,1890.82227,2411668.62744
497,1890,11,24.4349,24,18901124.0,1890.8970800000002,2411695.93491
498,1890,12,21.7568,21,18901221.0,1890.97194,2411723.25679
499,1891,1,18.0918,18,18910118.0,1891.04683,2411750.59183
500,1891,2,14.4336,14,18910214.0,1891.1217399999998,2411777.93359
501,1891,3,13.7616,13,18910313.0,1891.1966100000002,2411805.26157
502,1891,4,10.0546,10,18910410.0,1891.2713800000001,2411832.5545799998
503,1891,5,7.3032,7,18910507.0,1891.34604,2411859.8032299997
504,1891,6,3.5158,3,18910603.0,1891.42059,2411887.01581
505,1891,6,30.7134,30,18910630.0,1891.49511,2411914.21337
506,1891,7,27.9195,27,18910727.0,1891.56964,2411941.41951
507,1891,8,24.1508,24,18910824.0,1891.64425,2411968.6507900003
508,1891,9,20.4116,20,18910920.0,1891.7189399999997,2411995.91164
509,1891,10,17.6967,17,18911017.0,1891.7936899999997,2412023.19666
510,1891,11,13.9985,13,18911113.0,1891.8684899999998,2412050.49848
511,1891,12,11.3145,11,18911211.0,1891.94333,2412077.81455
512,1892,1,7.6444,7,18920107.0,1892.01815,2412105.1444099997
513,1892,2,3.9858,3,18920203.0,1892.0928600000002,2412132.48576
514,1892,3,2.3219,2,18920302.0,1892.16755,2412159.82192
515,1892,3,29.6307,29,18920329.0,1892.2421600000002,2412187.13067
516,1892,4,25.8967,25,18920425.0,1892.3166600000002,2412214.3966599996
517,1892,5,23.1213,23,18920523.0,1892.3910399999997,2412241.62133
518,1892,6,19.3219,19,18920619.0,1892.4653600000001,2412268.82185
519,1892,7,16.5221,16,18920716.0,1892.53968,2412296.02211
520,1892,8,12.7424,12,18920812.0,1892.61405,2412296.02211
521,1892,9,8.992,8,18920908.0,1892.6885,2412350.49197
522,1892,10,6.2686,6,18921006.0,1892.76303,2412377.7686099997
523,1892,11,2.5646,2,18921102.0,1892.83761,2412405.06462
524,1892,11,29.8752,29,18921129.0,1892.9122300000001,2412432.37515
525,1892,12,27.2003,27,18921227.0,1892.98689,2412459.7003
526,1893,1,23.5377,23,18930123.0,1893.06175,2412487.03769
527,1893,2,19.8783,19,18930219.0,1893.13665,2412514.37831
528,1893,3,19.2002,19,18930319.0,1893.21151,2412541.70017
529,1893,4,15.4836,15,18930415.0,1893.28626,2412568.98361
530,1893,5,12.722999999999999,12,18930512.0,1893.36089,2412596.22304
531,1893,6,8.9303,8,18930608.0,1893.43543,2412623.43027
532,1893,7,6.1278,6,18930706.0,1893.50994,2412650.62782
533,1893,8,2.3385,2,18930802.0,1893.58449,2412677.8385099997
534,1893,8,29.5764,29,18930829.0,1893.65911,2412705.0764099997
535,1893,9,25.8434,25,18930925.0,1893.73382,2412732.34337
536,1893,10,23.1327,23,18931023.0,1893.8085800000001,2412759.6327
537,1893,11,19.4377,19,18931119.0,1893.88339,2412786.9377200003
538,1893,12,16.7563,16,18931216.0,1893.95824,2412814.25693
539,1894,1,13.0897,13,18940113.0,1894.0331199999998,2412841.5896799997
540,1894,2,9.4314,9,18940209.0,1894.10803,2412868.93145
541,1894,3,8.7634,8,18940308.0,1894.1829100000002,2412896.2633599997
542,1894,4,5.0635,5,18940405.0,1894.25771,2412923.56353
543,1894,5,2.3198,2,18940502.0,1894.33238,2412950.81978
544,1894,5,29.5374,29,18940529.0,1894.40695,2412978.03744
545,1894,6,25.736,25,18940625.0,1894.48147,2413005.236
546,1894,7,22.9394,22,18940722.0,1894.556,2413032.4393599997
547,1894,8,19.1658,19,18940819.0,1894.6305899999998,2413059.66579
548,1894,9,15.4219,15,18940915.0,1894.70527,2413086.9218599997
549,1894,10,12.7033,12,18941012.0,1894.7800100000002,2413114.20333
550,1894,11,9.0026,9,18941109.0,1894.8548,2413141.50257
551,1894,12,6.316,6,18941206.0,1894.92963,2413141.50257
552,1895,1,2.6431,2,18950102.0,1895.0045,2413196.1430900004
553,1895,1,29.9832,29,18950129.0,1895.07941,2413223.48319
554,1895,2,26.3216,26,18950226.0,1895.1543100000001,2413250.82163
555,1895,3,25.6365,25,18950325.0,1895.22914,2413278.13652
556,1895,4,21.9104,21,18950421.0,1895.3038600000002,2413305.41037
557,1895,5,19.1414,19,18950519.0,1895.3784699999999,2413332.64145
558,1895,6,15.3447,15,18950615.0,1895.453,2413359.8446400003
559,1895,7,12.5434,12,18950712.0,1895.5275199999999,2413387.04343
560,1895,8,8.7593,8,18950808.0,1895.6020800000001,2413414.2593099996
561,1895,9,5.0038,5,18950905.0,1895.67672,2413441.5037700003
562,1895,10,2.2762,2,18951002.0,1895.7514399999998,2413468.77624
563,1895,10,29.5693,29,18951029.0,1895.82622,2413496.06933
564,1895,11,25.8773,25,18951125.0,1895.90103,2413523.37733
565,1895,12,23.1998,23,18951223.0,1895.97589,2413550.69978
566,1896,1,19.5352,19,18960119.0,1896.05064,2413578.03523
567,1896,2,15.8768,15,18960215.0,1896.12535,2413605.37676
568,1896,3,14.2036,14,18960314.0,1896.2000100000002,2413632.70355
569,1896,4,10.4947,10,18960410.0,1896.27458,2413659.99465
570,1896,5,7.7414,7,18960507.0,1896.3490199999999,2413687.24139
571,1896,6,3.9528,3,18960603.0,1896.42337,2413714.4528099997
572,1896,7,1.1503,1,18960701.0,1896.4976800000002,2413741.6502900003
573,1896,7,28.3573,28,18960728.0,1896.57201,2413768.85733
574,1896,8,24.59,24,18960824.0,1896.64642,2413796.09
575,1896,9,20.8522,20,18960920.0,1896.7209100000002,2413823.3522099997
576,1896,10,18.1382,18,18961018.0,1896.79546,2413850.6382299997
577,1896,11,14.4408,14,18961114.0,1896.8700600000002,2413877.9408
578,1896,12,11.7575,11,18961211.0,1896.9446899999998,2413905.25751
579,1897,1,8.0879,8,18970108.0,1897.0194199999999,2413932.58792
580,1897,2,4.4293,4,18970204.0,1897.0943300000001,2413959.92932
581,1897,3,3.7646,3,18970303.0,1897.16922,2413987.26457
582,1897,3,31.0715,31,18970331.0,1897.24403,2414014.57152
583,1897,4,27.3355,27,18970427.0,1897.3187300000002,2414041.83545
584,1897,5,24.5586,24,18970524.0,1897.3933100000002,2414069.0586200003
585,1897,6,20.7587,20,18970620.0,1897.46783,2414096.25868
586,1897,7,17.9596,17,18970717.0,1897.54235,2414123.45957
587,1897,8,14.1812,14,18970814.0,1897.6169300000001,2414150.68117
588,1897,9,10.4322,10,18970910.0,1897.6916,2414177.93223
589,1897,10,7.71,7,18971007.0,1897.7663300000002,2414205.21
590,1897,11,4.0067,4,18971104.0,1897.84111,2414232.50674
591,1897,12,1.3178,1,18971201.0,1897.9159399999999,2414259.81782
592,1897,12,28.6435,28,18971228.0,1897.9908,2414287.14348
593,1898,1,24.9811,24,18980124.0,1898.0657,2414314.4811
594,1898,2,21.3212,21,18980221.0,1898.1406100000002,2414341.8212
595,1898,3,20.6416,20,18980320.0,1898.2154600000001,2414369.14163
596,1898,4,16.9231,16,18980416.0,1898.2902,2414396.42314
597,1898,5,14.1609,14,18980514.0,1898.36482,2414423.6608700003
598,1898,6,10.3673,10,18980610.0,1898.43936,2414450.8672599997
599,1898,7,7.5651,7,18980707.0,1898.51388,2414478.06506
600,1898,8,3.7768,3,18980803.0,1898.58843,2414505.2768099997
601,1898,8,31.0161,31,18980831.0,1898.66306,2414532.51609
602,1898,9,27.2842,27,18980927.0,1898.7377600000002,2414559.7842
603,1898,10,24.5743,24,18981024.0,1898.8125300000002,2414559.7842
604,1898,11,20.8799,20,18981120.0,1898.8873399999998,2414614.3799099997
605,1898,12,18.1997,18,18981218.0,1898.96219,2414641.69973
606,1899,1,14.533,14,18990114.0,1899.03708,2414669.03302
607,1899,2,10.8748,10,18990210.0,1899.1119899999999,2414696.37484
608,1899,3,10.2059,10,18990310.0,1899.18687,2414723.7058599996
609,1899,4,6.5043,6,18990406.0,1899.2616600000001,2414751.0043200003
610,1899,5,3.7587,3,18990503.0,1899.33633,2414778.25869
611,1899,5,30.975,30,18990530.0,1899.4108899999999,2414805.4750200002
612,1899,6,27.1732,27,18990627.0,1899.4854100000002,2414832.6732099997
613,1899,7,24.3771,24,18990724.0,1899.5599399999999,2414859.87713
614,1899,8,20.6047,20,18990820.0,1899.63453,2414887.10464
615,1899,9,16.8619,16,18990916.0,1899.7092100000002,2414914.3618400004
616,1899,10,14.1442,14,18991014.0,1899.7839600000002,2414941.6441900004
617,1899,11,10.4441,10,18991110.0,1899.85875,2414968.94411
618,1899,12,7.7583,7,18991207.0,1899.9335800000001,2414996.25825
619,1900,1,4.0862,4,19000104.0,1900.0084600000002,2415023.58616
620,1900,1,31.4267,31,19000131.0,1900.08336,2415050.92672
621,1900,2,27.7648,27,19000227.0,1900.1582600000002,2415078.2647599997
622,1900,3,27.0782,27,19000327.0,1900.23309,2415105.57823
623,1900,4,23.3502,23,19000423.0,1900.3078100000002,2415132.85014
624,1900,5,20.5795,20,19000520.0,1900.3824100000002,2415160.0795400003
625,1900,6,16.7819,16,19000616.0,1900.4569399999998,2415187.28191
626,1900,7,13.9809,13,19000713.0,1900.53145,2415214.4808900002
627,1900,8,10.1977,10,19000810.0,1900.60602,2415241.69772
628,1900,9,6.4434,6,19000906.0,1900.68067,2415268.9434
629,1900,10,3.7169,3,19001003.0,1900.7553899999998,2415296.21693
630,1900,10,31.0108,31,19001031.0,1900.83017,2415323.5108
631,1900,11,27.3195,27,19001127.0,1900.90498,2415350.81949
632,1900,12,24.6427,24,19001224.0,1900.9798399999997,2415378.14267
633,1901,1,20.9787,20,19010120.0,1901.0547399999998,2415405.47867
634,1901,2,17.3201,17,19010217.0,1901.1296399999999,2415432.82006
635,1901,3,16.6457,16,19010316.0,1901.2045100000003,2415460.14571
636,1901,4,12.9349,12,19010412.0,1901.27927,2415487.43493
637,1901,5,10.1798,10,19010510.0,1901.35392,2415514.67983
638,1901,6,6.3901,6,19010606.0,1901.4284699999998,2415541.8901299997
639,1901,7,3.5875,3,19010703.0,1901.50298,2415569.08755
640,1901,7,30.7954,30,19010730.0,1901.5775199999998,2415596.29541
641,1901,8,27.0293,27,19010827.0,1901.65214,2415623.5293400004
642,1901,9,23.2927,23,19010923.0,1901.72683,2415650.7927
643,1901,10,20.5795,20,19011020.0,1901.8015899999998,2415678.07951
644,1901,11,16.8827,16,19011116.0,1901.87639,2415705.38265
645,1901,12,14.1999,14,19011214.0,1901.9512300000001,2415732.69993
646,1902,1,10.5309,10,19020110.0,1902.0261100000002,2415760.0309099997
647,1902,2,6.8725,6,19020206.0,1902.1010199999998,2415787.37249
648,1902,3,6.2071,6,19020306.0,1902.1759100000002,2415814.70708
649,1902,4,2.5125,2,19020402.0,1902.25072,2415842.01253
650,1902,4,29.7747,29,19020429.0,1902.3254100000001,2415869.27472
651,1902,5,26.9966,26,19020526.0,1902.39999,2415896.49661
652,1902,6,23.1963,23,19020623.0,1902.4745100000002,2415923.6963
653,1902,7,20.3977,20,19020720.0,1902.5490300000001,2415950.89773
654,1902,8,16.6204,16,19020816.0,1902.6236199999998,2415978.1203799997
655,1902,9,12.8725,12,19020912.0,1902.69828,2416005.37249
656,1902,10,10.151,10,19021010.0,1902.7730199999999,2416032.6509700003
657,1902,11,6.4481,6,19021106.0,1902.8478,2416059.9481099998
658,1902,12,3.7596,3,19021203.0,1902.92263,2416087.25962
659,1902,12,31.0859,31,19021231.0,1902.9975,2416114.5858400003
660,1903,1,27.4239,27,19030127.0,1903.0723899999998,2416141.9239
661,1903,2,23.7638,23,19030223.0,1903.1473,2416169.26384
662,1903,3,23.0832,23,19030323.0,1903.22215,2416196.58322
663,1903,4,19.3631,19,19030419.0,1903.2968899999998,2416223.8631
664,1903,5,16.5994,16,19030516.0,1903.3715100000002,2416251.09938
665,1903,6,12.805,12,19030612.0,1903.4460399999998,2416278.30503
666,1903,7,10.003,10,19030710.0,1903.5205600000002,2416305.5030099996
667,1903,8,6.2156,6,19030806.0,1903.5951100000002,2416332.71561
668,1903,9,2.456,2,19030902.0,1903.6697399999998,2416359.95597
669,1903,9,29.725,29,19030929.0,1903.74445,2416387.22495
670,1903,10,27.0156,27,19031027.0,1903.8192199999999,2416414.5156
671,1903,11,23.3217,23,19031123.0,1903.8940300000002,2416441.82166
672,1903,12,20.6421,20,19031220.0,1903.9688800000001,2416469.14208
673,1904,1,16.976,16,19040116.0,1904.04365,2416496.47596
674,1904,2,13.3179,13,19040213.0,1904.11835,2416523.81787
675,1904,3,11.6481,11,19040311.0,1904.1930300000001,2416551.1480799997
676,1904,4,7.9449,7,19040407.0,1904.26761,2416578.4449299998
677,1904,5,5.1975,5,19040505.0,1904.34207,2416605.69755
678,1904,6,1.4127,1,19040601.0,1904.41643,2416632.91269
679,1904,6,28.6107,28,19040628.0,1904.49074,2416660.11065
680,1904,7,25.8153,25,19040725.0,1904.5650699999999,2416687.3152400004
681,1904,8,22.0439,22,19040822.0,1904.63946,2416714.54392
682,1904,9,18.3023,18,19040918.0,1904.7139399999999,2416741.80227
683,1904,10,15.5854,15,19041015.0,1904.7884800000002,2416769.08543
684,1904,11,11.8859,11,19041111.0,1904.86308,2416796.38589
685,1904,12,9.2006,9,19041209.0,1904.9377100000002,2416823.70057
686,1905,1,5.5291,5,19050105.0,1905.01241,2416851.02904
687,1905,2,1.8698,1,19050201.0,1905.0873100000001,2416878.3698400003
688,1905,3,1.2073,1,19050301.0,1905.1622100000002,2416905.7072799997
689,1905,3,28.5193,28,19050328.0,1905.2370399999998,2416933.01928
690,1905,4,24.7894,24,19050424.0,1905.31175,2416960.28938
691,1905,5,22.0174,22,19050522.0,1905.38635,2416987.51735
692,1905,6,18.2193,18,19050618.0,1905.4608699999999,2417014.7192599997
693,1905,7,15.4188,15,19050715.0,1905.5353899999998,2417041.91877
694,1905,8,11.6368,11,19050811.0,1905.6099600000002,2417069.1368299997
695,1905,9,7.8838,7,19050907.0,1905.6846100000002,2417096.3838299997
696,1905,10,5.1583,5,19051005.0,1905.7593399999998,2417123.65831
697,1905,11,1.4527,1,19051101.0,1905.83412,2417150.95271
698,1905,11,28.7618,28,19051128.0,1905.9089399999998,2417178.2617599997
699,1905,12,26.0853,26,19051226.0,1905.9838,2417205.58531
700,1906,1,22.4216,22,19060122.0,1906.0586899999998,2417232.92155
701,1906,2,18.7626,18,19060218.0,1906.1336,2417260.26259
702,1906,3,18.0871,18,19060318.0,1906.20846,2417287.58706
703,1906,4,14.3746,14,19060414.0,1906.28322,2417314.87456
704,1906,5,11.6179,11,19060511.0,1906.35786,2417342.11791
705,1906,6,7.8275,7,19060607.0,1906.4324,2417369.32744
706,1906,7,5.0251,5,19060705.0,1906.50692,2417396.52512
707,1906,8,1.234,1,19060801.0,1906.58146,2417396.52512
708,1906,8,28.4693,28,19060828.0,1906.65608,2417450.96929
709,1906,9,24.7338,24,19060924.0,1906.73078,2417478.2337599997
710,1906,10,22.0212,22,19061022.0,1906.8055399999998,2417505.52123
711,1906,11,18.3248,18,19061118.0,1906.88034,2417532.8247599998
712,1906,12,15.6425,15,19061215.0,1906.9551800000002,2417560.14247
713,1907,1,11.9739,11,19070111.0,1907.03007,2417587.47388
714,1907,2,8.3155,8,19070208.0,1907.1049699999999,2417614.8155
715,1907,3,7.6493,7,19070307.0,1907.1798600000002,2417614.8155
716,1907,4,3.9532,3,19070403.0,1907.25467,2417669.45321
717,1907,5,1.2136,1,19070501.0,1907.32935,2417696.71362
718,1907,5,28.4342,28,19070528.0,1907.4039300000002,2417723.9342400003
719,1907,6,24.6336,24,19070624.0,1907.47845,2417751.1336
720,1907,7,21.8356,21,19070721.0,1907.55297,2417778.33562
721,1907,8,18.0594,18,19070818.0,1907.6275600000001,2417805.55943
722,1907,9,14.3128,14,19070914.0,1907.70223,2417832.81274
723,1907,10,11.5921,11,19071011.0,1907.7769600000001,2417860.0921099996
724,1907,11,7.8899,7,19071107.0,1907.85175,2417887.38986
725,1907,12,5.2019,5,19071205.0,1907.92658,2417914.70194
726,1908,1,1.5278,1,19080101.0,1908.0014399999998,2417942.02775
727,1908,1,28.8672,28,19080128.0,1908.07614,2417969.36723
728,1908,2,25.2068,25,19080225.0,1908.1508399999998,2417996.70677
729,1908,3,23.5248,23,19080323.0,1908.22548,2418024.02477
730,1908,4,19.8027,19,19080419.0,1908.3000100000002,2418051.30274
731,1908,5,17.0373,17,19080517.0,1908.3744199999999,2418078.5373
732,1908,6,13.2421,13,19080613.0,1908.44875,2418105.74212
733,1908,7,10.4403,10,19080710.0,1908.5230600000002,2418132.94031
734,1908,8,6.654,6,19080806.0,1908.5974199999998,2418160.15397
735,1908,9,2.8957,2,19080902.0,1908.67185,2418187.39569
736,1908,9,30.1659,30,19080930.0,1908.74635,2418214.66587
737,1908,10,27.4574,27,19081027.0,1908.82092,2418241.95738
738,1908,11,23.7641,23,19081123.0,1908.89553,2418269.26411
739,1908,12,21.0852,21,19081221.0,1908.97018,2418296.58517
740,1909,1,17.4195,17,19090117.0,1909.0449800000001,2418323.91951
741,1909,2,13.7612,13,19090213.0,1909.11989,2418351.2612400004
742,1909,3,13.0903,13,19090313.0,1909.1947699999998,2418378.59025
743,1909,4,9.3852,9,19090409.0,1909.26955,2418405.88516
744,1909,5,6.6358,6,19090506.0,1909.3442100000002,2418433.1358
745,1909,6,2.8497,2,19090602.0,1909.41877,2418460.34969
746,1909,6,30.0475,30,19090630.0,1909.4932800000001,2418487.5475
747,1909,7,27.253,27,19090727.0,1909.56782,2418514.75294
748,1909,8,23.483,23,19090823.0,1909.64242,2418541.98302
749,1909,9,19.7427,19,19090919.0,1909.7171,2418569.24273
750,1909,10,17.0269,17,19091017.0,1909.79185,2418596.5268900003
751,1909,11,13.3281,13,19091113.0,1909.86665,2418623.8280599997
752,1909,12,10.6434,10,19091210.0,1909.94149,2418651.1433599996
753,1910,1,6.9724,6,19100106.0,1910.01636,2418678.4724
754,1910,2,3.3133,3,19100203.0,1910.09127,2418705.8133400003
755,1910,3,2.6501,2,19100302.0,1910.1661600000002,2418733.15009
756,1910,3,29.9605,29,19100329.0,1910.2409899999998,2418760.4605099997
757,1910,4,26.2287,26,19100426.0,1910.31569,2418787.72865
758,1910,5,23.4551,23,19100523.0,1910.3902899999998,2418814.9551
759,1910,6,19.6564,19,19100619.0,1910.4648100000002,2418842.15641
760,1910,7,16.8564,16,19100716.0,1910.53933,2418869.35635
761,1910,8,13.0755,13,19100813.0,1910.6139100000003,2418896.57549
762,1910,9,9.3237,9,19100909.0,1910.68856,2418923.8237
763,1910,10,6.5992,6,19101006.0,1910.7632899999999,2418951.09914
764,1910,11,2.8942,2,19101102.0,1910.83807,2418978.3942
765,1910,11,30.2038,30,19101130.0,1910.9128899999998,2419005.70383
766,1910,12,27.5281,27,19101227.0,1910.98775,2419033.02807
767,1911,1,23.8649,23,19110123.0,1911.0626399999999,2419060.36485
768,1911,2,20.2058,20,19110220.0,1911.13755,2419087.70578
769,1911,3,19.5291,19,19110319.0,1911.21241,2419115.02914
770,1911,4,15.8149,15,19110415.0,1911.28716,2419142.31486
771,1911,5,13.0565,13,19110513.0,1911.3618,2419169.5564599996
772,1911,6,9.2649,9,19110609.0,1911.4363399999997,2419196.76493
773,1911,7,6.4625,6,19110706.0,1911.51086,2419196.76493
774,1911,8,2.6721,2,19110802.0,1911.5854,2419251.17214
775,1911,8,29.9085,29,19110829.0,1911.66002,2419278.40852
776,1911,9,26.174,26,19110926.0,1911.73472,2419305.67403
777,1911,10,23.4623,23,19111023.0,1911.8094899999999,2419332.9623
778,1911,11,19.7665,19,19111119.0,1911.88429,2419360.26653
779,1911,12,17.085,17,19111217.0,1911.95914,2419387.58505
780,1912,1,13.4173,13,19120113.0,1912.03393,2419414.91725
781,1912,2,9.7592,9,19120209.0,1912.1086300000002,2419442.25914
782,1912,3,8.0923,8,19120308.0,1912.1833100000001,2419469.59226
783,1912,4,4.3945,4,19120404.0,1912.25791,2419496.89448
784,1912,5,1.6529,1,19120501.0,1912.33238,2419524.15289
785,1912,5,28.872,28,19120528.0,1912.40675,2419551.37197
786,1912,6,25.0707,25,19120625.0,1912.4810699999998,2419578.57073
787,1912,7,22.2731,22,19120722.0,1912.5553899999998,2419605.77314
788,1912,8,18.498,18,19120818.0,1912.62978,2419632.99796
789,1912,9,14.7525,14,19120914.0,1912.7042399999998,2419660.25245
790,1912,10,12.0328,12,19121012.0,1912.77878,2419687.53279
791,1912,11,8.3313,8,19121108.0,1912.85336,2419714.83133
792,1912,12,5.6442,5,19121205.0,1912.92799,2419742.1441900004
793,1913,1,1.9708,1,19130101.0,1913.00266,2419769.47082
794,1913,1,29.3108,29,19130129.0,1913.0775600000002,2419796.8108099997
795,1913,2,25.65,25,19130225.0,1913.15247,2419824.15001
796,1913,3,24.9667,24,19130324.0,1913.2273100000002,2419851.46666
797,1913,4,21.2427,21,19130421.0,1913.30203,2419878.7427
798,1913,5,18.4756,18,19130518.0,1913.37665,2419905.9755700002
